uid,pid
48,81713
48,19701
48,85798
48,7263
48,29994
48,9382
48,3132
48,7103
48,84463
48,90226
48,53546
48,76894
48,79768
48,14238
48,89866
48,61864
48,18398
48,54094
48,96703
48,67985
48,35326
48,40928
48,77822
48,9955
48,72118
559,20835
559,19250
559,49443
559,52389
559,15171
559,84949
559,51523
559,75674
559,53253
559,52094
559,55874
559,71409
559,51117
559,12839
559,13501
559,52873
559,34041
559,9441
559,33389
559,8347
559,25903
559,53255
559,70060
559,24921
559,25997
559,51116
559,49856
559,52931
559,69742
559,81027
559,64730
559,63719
559,20690
559,52513
559,56712
559,71525
559,5337
559,26258
559,95472
559,40244
559,45706
559,88721
559,20646
559,41272
559,52934
559,2026
559,76006
559,34922
559,17294
559,37144
971,60848
971,95031
971,95571
971,46803
971,53650
971,29454
971,78390
971,87166
971,23249
971,70909
971,1072
971,59771
971,3864
971,35377
971,12832
971,35275
971,90329
971,32041
971,85700
971,70767
971,96615
971,17157
971,58299
971,34910
971,52342
971,23021
971,50023
971,30540
971,57443
971,43629
971,75071
971,64457
971,86942
971,55120
971,24297
971,40909
971,65433
971,94569
971,95709
971,77970
971,85165
971,83605
971,76591
971,78165
971,14730
971,74080
971,59591
971,38986
971,69877
971,56262
650,45145
650,67446
650,61612
650,62839
650,7972
650,19210
650,12008
650,71287
650,2735
650,66116
650,50014
650,31087
650,5381
650,2681
650,57073
650,86391
650,13302
650,11544
650,53709
650,56576
650,28863
650,73050
650,50327
650,34698
650,80789
650,96508
650,39203
650,78347
650,95913
650,62228
650,61753
650,27358
650,99978
650,36901
650,54289
650,7821
650,58550
650,37543
650,86503
650,69566
650,81323
650,90076
650,4973
650,42238
650,223
650,19479
650,10222
650,409
650,73866
650,37343
792,67818
792,80413
792,15105
792,90113
792,70444
792,19261
792,17577
792,18285
792,66648
792,5490
792,76760
792,30501
792,9329
792,96322
792,91233
792,11485
792,25359
792,85605
792,40733
792,25524
792,59240
792,4547
792,62532
792,41616
792,80170
792,28314
792,58960
792,63778
792,24140
792,57755
792,44125
792,66618
792,85449
792,20041
792,93467
792,64643
792,64983
792,76453
792,34450
792,67632
792,50022
792,1120
792,14027
792,28405
792,98669
792,12819
792,41468
792,63160
792,47138
792,25084
391,74486
391,55246
391,50465
391,3699
391,60153
391,97632
391,7331
391,69831
391,33633
391,96069
391,56197
391,77733
391,61842
391,95182
391,35222
391,86753
391,83980
391,87087
391,66529
391,28035
391,6461
391,86732
391,77977
391,57243
391,80202
391,74069
391,26781
391,52273
391,42773
391,28433
391,1312
391,77016
391,3311
391,3026
391,27664
391,53184
391,47477
391,52936
391,303
391,69047
391,64253
391,42187
391,16134
391,87137
391,54176
391,47979
391,20263
391,37208
391,78395
391,15760
257,49882
257,88734
257,62564
257,82252
257,78389
257,19995
257,91874
257,14949
257,22478
257,26759
257,29036
257,3196
257,95744
257,85797
257,721
257,53868
257,98492
257,82809
257,8153
257,56738
257,32904
257,32165
257,70092
257,47661
257,81009
257,35630
257,89464
257,89257
257,24879
257,86029
257,56051
257,50076
257,98546
257,12127
257,25618
257,82423
257,70480
257,25532
257,83437
257,72450
257,55916
257,94007
257,23813
257,38130
257,93409
257,45123
257,37809
257,61487
257,2972
257,94792
803,19567
803,80838
803,8098
803,78291
803,80832
803,52563
803,48860
803,17887
803,59396
803,68568
803,39254
803,80577
803,19672
803,14561
803,31815
803,29124
803,45948
803,99687
803,31589
803,74779
803,60455
803,10702
803,75184
803,1025
803,351
803,15338
803,24527
803,83255
803,86200
803,77817
803,52602
803,37999
803,54419
803,72399
803,7627
803,96926
803,68214
803,86194
803,33399
803,73409
803,78168
803,65531
803,15671
803,16040
803,33092
803,35200
803,75074
803,20957
803,29440
803,29284
861,77001
861,55821
861,61293
861,2311
861,48568
861,1490
861,71153
861,33486
861,15849
861,50275
861,61496
861,16113
861,2266
861,99029
861,53915
861,25323
861,73893
861,57847
861,29586
861,84249
861,3415
861,25512
861,88316
861,43827
861,38840
861,22513
861,67474
861,91760
861,99797
861,51000
861,449
861,52657
861,41352
861,68687
861,34919
861,13117
861,70035
861,41944
861,81322
861,95057
861,6632
861,21294
861,59745
861,94727
861,57660
861,89668
861,73941
861,45020
861,13158
861,6338
202,84700
202,52111
202,86538
202,70911
202,69811
202,41708
202,44259
202,3674
202,15998
202,80602
202,90447
202,14531
202,7944
202,38102
202,32905
202,79040
202,75391
202,75655
202,61996
202,95574
202,13487
202,35899
202,79603
202,75998
202,5338
202,26865
202,51924
202,10733
202,35753
202,45799
202,85403
202,51416
202,94089
202,94605
202,31792
202,43400
202,83335
202,94734
202,8823
202,45125
202,18160
202,83637
202,48556
202,69736
202,6277
202,39428
202,86105
202,52633
202,19952
202,59368
479,58591
479,24664
479,26810
479,23190
479,1615
479,39906
479,5857
479,28962
479,13156
479,62699
479,12674
479,36617
479,35141
479,68631
479,75642
479,66519
479,7268
479,77691
479,34906
479,87067
479,91663
479,97646
479,18401
479,89781
479,18092
479,63961
479,72138
479,67116
479,70323
479,55694
479,48165
479,41998
479,52428
479,66421
479,79897
479,74422
479,65957
479,36389
479,63314
479,40663
479,89553
479,55920
479,52017
479,31385
479,84120
479,10858
479,35521
479,22656
479,6875
479,59940
878,79307
878,55026
878,58581
878,69688
878,63896
878,81125
878,90863
878,83279
878,24770
878,34034
878,51063
878,92108
878,34045
878,11241
878,89328
878,94364
878,61191
878,76538
878,49671
878,62603
878,49472
878,4368
878,61809
878,28052
878,15152
878,85686
878,39570
878,45911
878,32914
878,85371
878,82201
878,18720
878,83761
878,47835
878,57713
878,6558
878,71737
878,22145
878,40030
878,22549
878,92330
878,73251
878,66013
878,95417
878,14420
878,25673
878,21784
878,33072
878,95885
878,48136
248,56164
248,50326
248,51955
248,30332
248,50309
248,14862
248,20999
248,7787
248,32124
248,37505
248,55017
248,13724
248,53782
248,32790
248,27470
248,75978
248,23054
248,8794
248,90754
248,63183
248,33981
248,38129
248,28723
248,64354
248,35063
248,12057
248,76826
248,93868
248,97635
248,43720
248,65039
248,49917
248,66328
248,90776
248,70861
248,21850
248,17596
248,80598
248,64955
248,23184
248,83864
248,13341
248,25162
248,91749
248,13850
248,87269
248,34896
248,62173
248,52197
248,42509
686,49537
686,98159
686,47696
686,7928
686,40057
686,14575
686,96630
686,38952
686,46164
686,61541
686,7597
686,85009
686,60564
686,16944
686,92996
686,57350
686,40552
686,4471
686,66688
686,55950
686,61528
686,19133
686,5373
686,64320
686,36282
686,40331
686,32760
686,50857
686,44671
686,85135
686,85418
686,36854
686,36409
686,12039
686,3370
686,28804
686,21810
686,72130
686,90599
686,23166
686,41159
686,96727
686,46672
686,68613
686,42108
686,17105
686,80338
686,41341
686,84559
686,4914
92,28987
92,69844
92,49204
92,75843
92,23432
92,60507
92,59053
92,43791
92,46269
92,66283
92,35727
92,89392
92,28682
92,42770
92,69946
92,80111
92,21263
92,19116
92,12075
92,3598
92,38970
92,46143
92,87078
92,77631
92,58768
92,98822
92,42712
92,77101
92,24872
92,45832
92,79943
92,95500
92,95943
92,34942
92,47460
92,53615
92,38097
92,93596
92,48645
92,61009
92,29168
92,42281
92,79604
92,77703
92,26695
92,91958
92,41288
92,23202
92,21285
92,80297
752,99071
752,79217
752,90720
752,56754
752,76346
752,86842
752,21747
752,92203
752,59469
752,48298
752,26544
752,62927
752,2963
752,14307
752,63141
752,37772
752,40821
752,91909
752,14541
752,29826
752,1495
752,83883
752,19037
752,28221
752,11951
752,47768
752,17774
752,69778
752,89621
752,628
752,43908
752,46828
752,45212
752,1094
752,22150
752,9205
752,27098
752,94831
752,82537
752,84543
752,97278
752,73296
752,7482
752,8348
752,81679
752,39736
752,6725
752,3601
752,4424
752,17153
641,67766
641,97794
641,98274
641,70502
641,47946
641,25065
641,20793
641,5026
641,77
641,25711
641,88597
641,13510
641,13047
641,78516
641,96336
641,19810
641,81764
641,52782
641,81494
641,70273
641,37882
641,35888
641,87990
641,29731
641,19150
641,17526
641,69392
641,46801
641,19316
641,94742
641,58436
641,99395
641,39671
641,99169
641,97407
641,79571
641,2489
641,40220
641,72669
641,1330
641,48117
641,22875
641,46268
641,71218
641,30861
641,93681
641,17648
641,16375
641,22118
641,79380
832,67299
832,3567
832,49576
832,39561
832,97274
832,77179
832,60810
832,86825
832,48847
832,10835
832,98811
832,27954
832,71894
832,99950
832,73741
832,82940
832,71824
832,22351
832,15950
832,1218
832,89933
832,63133
832,52620
832,12281
832,66614
832,57407
832,59558
832,52942
832,94177
832,55789
832,88229
832,88187
832,99973
832,28785
832,16153
832,60319
832,15186
832,70494
832,41970
832,2664
832,97391
832,30152
832,6520
832,55898
832,48263
832,62578
832,94537
832,86740
832,83963
832,49203
589,37761
589,28133
589,43934
589,49399
589,8371
589,18063
589,21482
589,77978
589,11856
589,91434
589,54291
589,9482
589,65529
589,34921
589,29003
589,96901
589,41686
589,21805
589,40637
589,76113
589,27532
589,84282
589,29466
589,65558
589,63228
589,59492
589,24653
589,39262
589,89049
589,38767
589,21518
589,71281
589,29507
589,96798
589,31000
589,19705
589,13426
589,26161
589,81479
589,40894
589,33624
589,5483
589,83823
589,51092
589,82728
589,40586
589,22439
589,87880
589,99347
589,28824
738,98720
738,93800
738,78406
738,80555
738,2686
738,82897
738,65665
738,99590
738,33804
738,41498
738,80220
738,54580
738,48137
738,74114
738,9893
738,42869
738,19431
738,93918
738,248
738,36174
738,40453
738,85728
738,41077
738,44957
738,10604
738,27688
738,1251
738,20512
738,85620
738,86144
738,43386
738,35508
738,20055
738,9071
738,42160
738,88936
738,46292
738,67148
738,45287
738,3528
738,15740
738,80097
738,34264
738,7885
738,52485
738,98432
738,6739
738,55104
738,85905
738,83348
765,62877
765,84322
765,61072
765,21189
765,71563
765,74200
765,85114
765,80771
765,38123
765,54641
765,57055
765,20566
765,48994
765,55047
765,82505
765,18678
765,42197
765,413
765,55427
765,31399
765,56739
765,31306
765,84538
765,3300
765,41721
765,49643
765,54546
765,56683
765,34943
765,29219
765,97653
765,17985
765,26735
765,93404
765,85787
765,63159
765,84041
765,61940
765,19318
765,62522
765,80719
765,99520
765,17593
765,6846
765,2801
765,88582
765,62941
765,19698
765,84500
765,66582
470,2519
470,81517
470,62673
470,10257
470,77694
470,78694
470,64758
470,85233
470,11561
470,18009
470,89234
470,45
470,63733
470,86875
470,3550
470,57490
470,747
470,68003
470,1701
470,15172
470,96782
470,81539
470,36313
470,51920
470,64551
470,80188
470,98126
470,32369
470,3664
470,48349
470,35259
470,88978
470,88751
470,604
470,21089
470,51402
470,49178
470,85172
470,24364
470,14527
470,16639
470,65881
470,95346
470,29314
470,55351
470,13818
470,74182
470,35483
470,11011
470,67161
343,40470
343,76467
343,46883
343,44343
343,761
343,65745
343,58646
343,64531
343,63738
343,11599
343,66832
343,12185
343,80994
343,86701
343,60675
343,59145
343,55611
343,14899
343,15458
343,70204
343,65344
343,97293
343,61873
343,35892
343,96890
343,27705
343,28776
343,92421
343,98951
343,38281
343,53244
343,82865
343,55499
343,231
343,93291
343,18970
343,57735
343,78228
343,36467
343,44641
343,30480
343,29006
343,2634
343,62791
343,83053
343,91032
343,89684
343,78867
343,42031
343,1569
113,12091
113,32560
113,82028
113,85616
113,28211
113,64734
113,88346
113,50146
113,98451
113,83052
113,95969
113,80678
113,80404
113,95580
113,62504
113,81561
113,44329
113,52396
113,66081
113,64956
113,92751
113,56917
113,31446
113,45753
113,2717
113,89943
113,34466
113,62678
113,24682
113,25798
113,15131
113,65402
113,80757
113,48059
113,85019
113,61477
113,45802
113,99709
113,71155
113,69266
113,61584
113,71755
113,42809
113,92319
113,6746
113,30387
113,46775
113,93478
113,50575
113,91850
526,80736
526,71126
526,70439
526,2359
526,83013
526,82458
526,58235
526,55712
526,74681
526,76867
526,57754
526,65011
526,8585
526,19427
526,53296
526,12189
526,24811
526,28837
526,42009
526,1899
526,62279
526,4046
526,51984
526,22756
526,92119
526,81362
526,82819
526,81768
526,23894
526,23274
526,61397
526,87843
526,2054
526,77709
526,65925
526,72853
526,28029
526,20684
526,27173
526,97070
526,23546
526,57447
526,28219
526,59769
526,47844
526,46917
526,13475
526,90997
526,33573
526,70569
498,16480
498,94354
498,21823
498,44225
498,65761
498,23673
498,32196
498,97917
498,94961
498,32974
498,40275
498,72361
498,77678
498,62303
498,34109
498,73804
498,23293
498,62515
498,78838
498,34930
498,22759
498,86914
498,73126
498,77465
498,17252
498,86570
498,29308
498,72012
498,68923
498,2201
498,15803
498,88389
498,50936
498,66483
498,87024
498,94404
498,67957
498,31873
498,5504
498,11052
498,525
498,50643
498,9649
498,88768
498,95751
498,12034
498,13730
498,62743
498,64941
498,25860
98,37857
98,94543
98,26374
98,46566
98,81205
98,28146
98,74034
98,79364
98,7321
98,73573
98,49948
98,91289
98,35642
98,75937
98,26533
98,47958
98,63518
98,29698
98,8566
98,48212
98,19643
98,65002
98,74438
98,48651
98,33288
98,68684
98,20491
98,64192
98,48390
98,66599
98,50116
98,7793
98,60833
98,85430
98,40760
98,84079
98,24980
98,40233
98,63056
98,38
98,46434
98,97976
98,12536
98,45908
98,22499
98,32580
98,115
98,89590
98,97900
98,66536
821,21730
821,62432
821,46698
821,66926
821,78877
821,37674
821,79252
821,64564
821,3552
821,38000
821,12967
821,95979
821,14589
821,13744
821,7981
821,3665
821,79931
821,18845
821,83937
821,44404
821,17220
821,58060
821,67793
821,40804
821,26412
821,83910
821,29320
821,56400
821,69599
821,56690
821,80743
821,7767
821,29856
821,40181
821,27622
821,74269
821,7352
821,54757
821,47110
821,28180
821,56983
821,18950
821,99548
821,36144
821,60472
821,55945
821,45441
821,15394
821,59917
821,21844
639,32696
639,39247
639,33078
639,71471
639,49746
639,70694
639,47351
639,10564
639,70202
639,35895
639,66144
639,52983
639,70609
639,42686
639,32509
639,61448
639,71744
639,76699
639,87465
639,4137
639,25979
639,39465
639,85292
639,88771
639,21576
639,87729
639,87922
639,58049
639,19524
639,49389
639,7455
639,19553
639,99292
639,51529
639,12099
639,43987
639,23805
639,59405
639,52015
639,48374
639,58160
639,81992
639,56607
639,49034
639,46031
639,70654
639,58842
639,17927
639,8941
639,25070
743,44387
743,65590
743,71850
743,47549
743,9662
743,24054
743,32226
743,72987
743,32508
743,88121
743,44223
743,29401
743,62631
743,57296
743,38923
743,48206
743,36868
743,37078
743,55315
743,88863
743,21303
743,38504
743,63357
743,3093
743,16251
743,59019
743,16544
743,96533
743,5684
743,58075
743,40310
743,44339
743,42498
743,61896
743,2598
743,11963
743,13680
743,24347
743,11074
743,26070
743,69147
743,20170
743,29834
743,4689
743,3823
743,57536
743,98993
743,80044
743,6942
743,5326
383,62612
383,34505
383,58958
383,52987
383,2236
383,49169
383,46430
383,79555
383,73808
383,61303
383,59548
383,53831
383,57743
383,42303
383,2734
383,91616
383,11253
383,80470
383,75858
383,80143
383,92287
383,27002
383,25266
383,2935
383,80867
383,54711
383,67617
383,55463
383,3268
383,94416
383,70655
383,34869
383,96492
383,41058
383,47897
383,16717
383,4123
383,69607
383,27699
383,36691
383,12264
383,322
383,57572
383,34455
383,7582
383,86126
383,60245
383,64569
383,13697
383,38021
965,18081
965,92919
965,44534
965,61766
965,36929
965,51618
965,52319
965,98229
965,88927
965,10810
965,98463
965,84178
965,47261
965,83721
965,77594
965,32916
965,98691
965,60812
965,86079
965,16100
965,39299
965,29984
965,96155
965,45726
965,42733
965,18960
965,43739
965,74139
965,32812
965,38093
965,83827
965,29523
965,67784
965,31535
965,37106
965,72233
965,13709
965,67323
965,82167
965,86482
965,41226
965,48696
965,84530
965,30770
965,92819
965,88535
965,61595
965,25785
965,10424
965,12506
341,25856
341,91731
341,65752
341,12253
341,12921
341,37447
341,72659
341,61
341,65032
341,23570
341,17158
341,88353
341,24676
341,86651
341,3345
341,47033
341,79862
341,61504
341,38113
341,9066
341,63284
341,69619
341,2919
341,39932
341,65465
341,34564
341,80405
341,86589
341,82104
341,660
341,95776
341,14440
341,28294
341,8536
341,10941
341,89529
341,98
341,82877
341,11471
341,53717
341,45582
341,90334
341,20644
341,69866
341,74433
341,97211
341,89481
341,90080
341,9668
341,31368
828,47596
828,70797
828,95128
828,70794
828,98573
828,99060
828,31361
828,26659
828,88354
828,4562
828,96977
828,79616
828,31931
828,24285
828,5803
828,92157
828,39098
828,45751
828,76686
828,68012
828,40556
828,42283
828,60517
828,44333
828,36466
828,49979
828,11980
828,92826
828,59966
828,53009
828,6721
828,23908
828,85173
828,81046
828,56571
828,43569
828,2904
828,69277
828,51500
828,22738
828,45325
828,8582
828,5870
828,50155
828,67379
828,24318
828,64164
828,80729
828,12007
828,91245
966,35009
966,59542
966,70765
966,2099
966,12841
966,56180
966,15022
966,48905
966,35547
966,91213
966,44696
966,6495
966,10043
966,17747
966,12240
966,63027
966,77798
966,49241
966,64404
966,21489
966,70993
966,49803
966,47104
966,56078
966,26581
966,86387
966,89199
966,27720
966,4227
966,78980
966,78257
966,56963
966,72686
966,17513
966,54704
966,84597
966,86774
966,97280
966,53119
966,96147
966,4023
966,77527
966,41435
966,38408
966,96489
966,20064
966,71810
966,10314
966,70422
966,80945
536,82648
536,48802
536,65837
536,71045
536,83288
536,86861
536,74309
536,49716
536,7188
536,44942
536,90305
536,8769
536,89239
536,6282
536,51908
536,29270
536,98313
536,57866
536,19310
536,9207
536,95357
536,89945
536,8356
536,11189
536,5816
536,8154
536,18427
536,28708
536,88891
536,88075
536,26298
536,36898
536,10501
536,5222
536,19187
536,57526
536,84491
536,6941
536,18099
536,41409
536,85295
536,4757
536,19740
536,30549
536,68456
536,82907
536,55394
536,4184
536,97542
536,70257
766,46177
766,17253
766,23191
766,86370
766,95770
766,32000
766,47433
766,5492
766,58327
766,52498
766,68366
766,35138
766,35333
766,24091
766,86887
766,56304
766,87446
766,19587
766,71187
766,17990
766,42642
766,4391
766,63456
766,78530
766,9297
766,77110
766,91129
766,36587
766,79357
766,38480
766,60953
766,95658
766,44527
766,67465
766,30247
766,53943
766,49137
766,97020
766,74209
766,79827
766,15441
766,69769
766,99524
766,45569
766,83992
766,92270
766,63181
766,5901
766,36704
766,2799
726,91707
726,22346
726,95109
726,43383
726,9838
726,76494
726,56048
726,74566
726,7940
726,73572
726,64549
726,99411
726,41812
726,11462
726,4397
726,51563
726,90085
726,16154
726,99035
726,25066
726,44896
726,72892
726,35482
726,44080
726,52828
726,22216
726,94228
726,84648
726,49184
726,2029
726,98732
726,13237
726,38368
726,50949
726,92492
726,85547
726,30788
726,34089
726,5357
726,86886
726,12328
726,35546
726,13877
726,33569
726,49604
726,49103
726,19646
726,8320
726,96879
726,45152
279,75979
279,50702
279,99156
279,17026
279,23148
279,65535
279,48098
279,43285
279,70852
279,29719
279,17316
279,82805
279,14882
279,55914
279,15978
279,92037
279,95104
279,76198
279,52347
279,56545
279,84431
279,89585
279,63079
279,96699
279,65499
279,99326
279,1243
279,47814
279,66196
279,5642
279,34774
279,18043
279,89159
279,14935
279,26838
279,67178
279,44268
279,90907
279,37440
279,16912
279,67966
279,43552
279,96947
279,86874
279,2650
279,44650
279,17460
279,25526
279,93191
279,43618
357,17786
357,48248
357,66729
357,46950
357,663
357,69390
357,66274
357,48552
357,59139
357,46062
357,27860
357,94190
357,36708
357,83888
357,39475
357,88003
357,25476
357,41069
357,56098
357,21453
357,35037
357,61294
357,87470
357,39686
357,47436
357,51969
357,77071
357,35816
357,65939
357,34449
357,93822
357,8330
357,77471
357,97458
357,42226
357,67716
357,33841
357,41407
357,19745
357,53638
357,39600
357,53990
357,90283
357,31477
357,50384
357,36365
357,98013
357,27296
357,16360
357,13317
938,51158
938,5923
938,96648
938,17322
938,75129
938,87682
938,10853
938,75201
938,56364
938,28662
938,808
938,79072
938,60154
938,15127
938,24473
938,50291
938,74686
938,46602
938,84126
938,72324
938,85935
938,42747
938,3393
938,71800
938,1517
938,11602
938,79869
938,257
938,99374
938,30122
938,70810
938,31083
938,55538
938,38339
938,79407
938,37451
938,39221
938,56853
938,14970
938,63081
938,13898
938,68229
938,46653
938,70161
938,65654
938,61908
938,36796
938,9983
938,61972
938,72510
153,934
153,19447
153,63620
153,29370
153,79087
153,64133
153,22790
153,45636
153,91408
153,33964
153,70116
153,55233
153,93018
153,94309
153,76530
153,32643
153,6953
153,50807
153,9424
153,79111
153,57216
153,50915
153,19230
153,84160
153,52751
153,20510
153,52826
153,95918
153,603
153,63401
153,12993
153,86831
153,43465
153,61207
153,61123
153,33944
153,7665
153,70224
153,39512
153,91310
153,53882
153,73211
153,91204
153,79261
153,34596
153,58196
153,58323
153,7563
153,90259
153,35827
710,87560
710,63828
710,18132
710,16177
710,96664
710,43467
710,33405
710,38591
710,84487
710,5934
710,99176
710,87833
710,28499
710,74920
710,72896
710,61865
710,46179
710,56086
710,50312
710,82390
710,77099
710,32961
710,51241
710,89244
710,14758
710,16125
710,835
710,19537
710,80846
710,12799
710,28731
710,97702
710,60105
710,81797
710,26524
710,55760
710,67240
710,16875
710,18526
710,27760
710,11806
710,63376
710,75482
710,91513
710,19315
710,84403
710,22587
710,58626
710,31042
710,6455
925,64090
925,54178
925,90586
925,58206
925,67553
925,93418
925,10465
925,80919
925,71928
925,55225
925,7718
925,14108
925,29489
925,50629
925,41999
925,34461
925,7203
925,89462
925,56557
925,94641
925,44783
925,69270
925,68688
925,942
925,98358
925,9710
925,41732
925,7683
925,88008
925,45244
925,14988
925,86650
925,57102
925,85011
925,92588
925,25425
925,77231
925,10826
925,98880
925,54396
925,1222
925,35840
925,3822
925,68977
925,59971
925,20328
925,65525
925,23122
925,5794
925,87519
693,80134
693,54862
693,33996
693,31322
693,42751
693,93770
693,99552
693,4873
693,6032
693,90877
693,43072
693,38897
693,11108
693,88195
693,83474
693,35263
693,34393
693,22177
693,68492
693,9331
693,23159
693,22381
693,40965
693,89247
693,69093
693,88234
693,7101
693,81944
693,3317
693,52335
693,47282
693,39075
693,28688
693,80473
693,85278
693,94349
693,91003
693,46261
693,11496
693,74207
693,79853
693,60263
693,82446
693,87141
693,80844
693,71239
693,1618
693,6425
693,23308
693,53208
960,16529
960,18473
960,76612
960,98351
960,98523
960,63295
960,26030
960,32639
960,95980
960,51653
960,80684
960,83355
960,78105
960,28171
960,32068
960,29063
960,29200
960,63612
960,80011
960,70019
960,43623
960,36878
960,53486
960,83987
960,18450
960,61386
960,83772
960,15121
960,72467
960,45897
960,7402
960,20353
960,37201
960,48044
960,32727
960,13911
960,76106
960,87531
960,55577
960,32362
960,50341
960,46715
960,58964
960,57778
960,75923
960,91040
960,21525
960,75668
960,27283
960,84061
496,6270
496,27840
496,32096
496,12831
496,73527
496,74154
496,14051
496,72476
496,58048
496,71200
496,91770
496,50984
496,11624
496,77376
496,58720
496,54745
496,28311
496,6157
496,81485
496,4148
496,81326
496,14724
496,90187
496,9539
496,67736
496,1203
496,17804
496,11812
496,35432
496,98827
496,71381
496,81159
496,86057
496,48961
496,1876
496,48738
496,88725
496,11606
496,6130
496,8151
496,2750
496,44212
496,69648
496,90956
496,91418
496,87643
496,28114
496,56642
496,96237
496,24100
373,75028
373,34661
373,95564
373,37473
373,88634
373,57604
373,37706
373,13878
373,27376
373,45109
373,61061
373,51794
373,72673
373,21023
373,93843
373,56522
373,61341
373,4673
373,58976
373,72606
373,2230
373,7328
373,95374
373,22592
373,8671
373,68870
373,61060
373,950
373,68661
373,56004
373,75210
373,93261
373,88719
373,7853
373,66202
373,9100
373,66678
373,85354
373,82697
373,85879
373,80592
373,43202
373,82606
373,68235
373,75292
373,10289
373,44077
373,86303
373,79752
373,382
319,89198
319,38238
319,81259
319,980
319,10526
319,32373
319,91752
319,61869
319,79450
319,28000
319,78386
319,89633
319,14723
319,40880
319,28949
319,53988
319,95375
319,11973
319,86654
319,61158
319,32627
319,73846
319,29786
319,84655
319,79697
319,72663
319,23914
319,52008
319,45834
319,86446
319,93142
319,59334
319,21106
319,24544
319,20144
319,61420
319,50469
319,21149
319,93858
319,86822
319,83839
319,46923
319,46224
319,25122
319,66204
319,12971
319,13548
319,60550
319,83701
319,45724
870,61733
870,28676
870,21253
870,8950
870,6511
870,86614
870,69693
870,25167
870,77182
870,74892
870,84725
870,55521
870,21427
870,68513
870,66051
870,90269
870,33335
870,39391
870,9885
870,89407
870,37848
870,51978
870,81830
870,46833
870,26354
870,64002
870,32454
870,70280
870,97546
870,69818
870,24089
870,59844
870,45846
870,52641
870,93204
870,18725
870,28101
870,98915
870,5175
870,13777
870,98548
870,74082
870,69847
870,84517
870,91243
870,75226
870,25322
870,72077
870,56504
870,52986
114,1448
114,69673
114,85017
114,69796
114,55100
114,98301
114,17362
114,21811
114,83122
114,53731
114,53484
114,94276
114,29445
114,75743
114,89729
114,22219
114,86304
114,54190
114,90147
114,2565
114,69139
114,99039
114,69088
114,8739
114,21267
114,94725
114,1308
114,5696
114,40204
114,39446
114,59736
114,2209
114,11970
114,74177
114,25801
114,65004
114,89836
114,47752
114,48075
114,2534
114,32780
114,28208
114,81080
114,25100
114,31755
114,13457
114,93216
114,76183
114,98093
114,45326
78,57616
78,45273
78,33341
78,97787
78,44118
78,94992
78,69967
78,33689
78,80910
78,98772
78,60168
78,23624
78,51570
78,20654
78,89297
78,60597
78,40980
78,88549
78,33545
78,66257
78,11719
78,36602
78,5348
78,85887
78,9582
78,49705
78,87792
78,64841
78,97535
78,10373
78,64731
78,45374
78,49991
78,76818
78,80580
78,16128
78,16042
78,86142
78,48948
78,87727
78,4807
78,76335
78,21612
78,51361
78,5449
78,59131
78,35796
78,51019
78,11779
78,39077
487,10558
487,88231
487,36326
487,85051
487,89688
487,61125
487,75119
487,10586
487,91067
487,2554
487,38827
487,97268
487,85488
487,39415
487,73688
487,84573
487,82608
487,62605
487,8603
487,75130
487,91997
487,70669
487,51590
487,60325
487,48325
487,292
487,871
487,99763
487,81233
487,92368
487,94045
487,57176
487,50042
487,87797
487,57732
487,1012
487,6816
487,61833
487,35715
487,50412
487,36894
487,70078
487,25366
487,2669
487,74603
487,67179
487,40622
487,25523
487,63151
487,90660
887,88852
887,97774
887,78100
887,65131
887,94697
887,16755
887,98723
887,48071
887,45926
887,28985
887,45565
887,92464
887,90859
887,92408
887,50048
887,76179
887,62632
887,7009
887,82625
887,13636
887,76403
887,31356
887,84683
887,83700
887,77765
887,52369
887,76662
887,13387
887,50137
887,85448
887,46360
887,51233
887,79211
887,14124
887,75278
887,39287
887,79666
887,72449
887,3101
887,40823
887,8283
887,96235
887,16460
887,22121
887,40005
887,65350
887,12523
887,88553
887,69205
887,6018
701,80623
701,71875
701,69242
701,85254
701,62093
701,78052
701,98296
701,51352
701,10900
701,10862
701,59209
701,2779
701,3503
701,89066
701,48093
701,51926
701,48455
701,41662
701,73696
701,47779
701,69398
701,34936
701,23630
701,98080
701,67337
701,47630
701,2452
701,93016
701,68446
701,21425
701,35712
701,64438
701,89923
701,61095
701,52666
701,38304
701,66637
701,46259
701,1652
701,55058
701,79693
701,78674
701,29413
701,82961
701,70046
701,47492
701,83202
701,88588
701,2168
701,44201
196,29017
196,79429
196,3612
196,53211
196,71237
196,80646
196,43134
196,15216
196,62489
196,55426
196,47723
196,65294
196,19501
196,19202
196,36865
196,24017
196,1873
196,789
196,50648
196,69600
196,85692
196,20178
196,34684
196,44902
196,35833
196,6105
196,36981
196,87631
196,84686
196,13455
196,83923
196,23451
196,12747
196,89031
196,58493
196,46275
196,85275
196,94759
196,68774
196,35370
196,58876
196,1181
196,95831
196,61442
196,14462
196,20603
196,25271
196,31056
196,8863
196,16999
61,57957
61,68107
61,84782
61,73535
61,12146
61,92895
61,45700
61,6013
61,41167
61,51289
61,46664
61,3312
61,88409
61,6621
61,25853
61,795
61,86325
61,98038
61,5513
61,51141
61,29269
61,3521
61,33273
61,65137
61,88073
61,96372
61,35709
61,44821
61,23331
61,29631
61,27665
